	ath	vvi
OG0000689	AT1G30530, AT5G17030, AT5G17050	GSVIVG01024419001
OG0000690	AT1G30680	GSVIVG01008778001, GSVIVG01021728001, GSVIVG01021741001
OG0000691	AT1G30900, AT2G34940, AT4G20110	GSVIVG01012164001
OG0000692	AT1G31010, AT4G20010, AT5G44785	GSVIVG01029252001
OG0000693	AT1G31020, AT2G35010	GSVIVG01012129001, GSVIVG01012130001
OG0000694	AT1G31180, AT1G80560, AT5G14200	GSVIVG01023010001
OG0000695	AT1G31820, AT1G31830, AT5G05630	GSVIVG01023972001
OG0000696	AT1G32230, AT2G35510	GSVIVG01013086001, GSVIVG01013090001
OG0000697	AT1G32850, AT4G10570, AT4G10590	GSVIVG01019677001
OG0000698	AT1G32910, AT1G78990, AT5G16410	GSVIVG01029447001
OG0000699	AT1G33360, AT5G49840	GSVIVG01023141001, GSVIVG01037101001
OG0000700	AT1G33480, AT4G10150, AT4G10160	GSVIVG01037142001
OG0000701	AT1G34340, AT5G49950	GSVIVG01023264001, GSVIVG01034879001
OG0000702	AT1G34670	GSVIVG01004851001, GSVIVG01009032001, GSVIVG01035177001
OG0000703	AT1G35170, AT1G35180, AT1G45010	GSVIVG01009773001
OG0000704	AT1G35670, AT4G09570	GSVIVG01000238001, GSVIVG01034489001
OG0000705	AT1G36240, AT1G77940, AT3G18740	GSVIVG01008975001
OG0000706	AT1G36990, AT4G08510	GSVIVG01008941001, GSVIVG01029687001
OG0000707	AT1G44750, AT4G08700, AT5G41160	GSVIVG01014073001
OG0000708	AT1G45207, AT4G36970	GSVIVG01009482001, GSVIVG01022127001
OG0000709	AT1G45248, AT2G40020	GSVIVG01032854001, GSVIVG01036658001
OG0000710	AT1G47128, AT5G43060	GSVIVG01003179001, GSVIVG01009440001
OG0000711	AT1G47210, AT1G47230, AT5G43080	GSVIVG01009399001
OG0000712	AT1G48500, AT3G17860	GSVIVG01008453001, GSVIVG01011679001
OG0000713	AT1G48650, AT2G01130	GSVIVG01008365001, GSVIVG01011809001
OG0000714	AT1G48750, AT3G18280	GSVIVG01030982001, GSVIVG01030985001
OG0000715	AT1G49290, AT5G13620	GSVIVG01015084001, GSVIVG01016349001
OG0000716	AT1G49310	GSVIVG01031940001, GSVIVG01031943001, GSVIVG01031948001
OG0000717	AT1G49400, AT3G18880	GSVIVG01034226001, GSVIVG01034243001
OG0000718	AT1G49620, AT3G19150	GSVIVG01022145001, GSVIVG01031765001
OG0000719	AT1G49740, AT4G36945	GSVIVG01022115001, GSVIVG01031721001
OG0000720	AT1G49890, AT3G19570	GSVIVG01009361001, GSVIVG01037854001
OG0000721	AT1G51090, AT4G16380	GSVIVG01005128001, GSVIVG01005131001
OG0000722	AT1G51130, AT3G20760	GSVIVG01025357001, GSVIVG01033510001
OG0000723	AT1G51200	GSVIVG01025305001, GSVIVG01032065001, GSVIVG01033341001
OG0000724	AT1G51210, AT5G03490	GSVIVG01030931001, GSVIVG01030933001
OG0000725	AT1G51420, AT2G35840	GSVIVG01022530001, GSVIVG01029753001
OG0000726	AT1G51630, AT3G21190	GSVIVG01016156001, GSVIVG01029274001
OG0000727	AT1G51980, AT3G16480	GSVIVG01015273001, GSVIVG01016955001
OG0000728	AT1G52150, AT4G32880	GSVIVG01017010001, GSVIVG01035612001
OG0000729	AT1G52315, AT4G32350	GSVIVG01015396001, GSVIVG01017099001
OG0000730	AT1G52320, AT5G25590	GSVIVG01017101001, GSVIVG01035712001
OG0000731	AT1G52520, AT1G80010	GSVIVG01017368001, GSVIVG01017369001
OG0000732	AT1G52730, AT3G15610	GSVIVG01015473001, GSVIVG01017219001
OG0000733	AT1G52900, AT1G61105	GSVIVG01006483001, GSVIVG01014397001
OG0000734	AT1G52920, AT2G20770	GSVIVG01014387001, GSVIVG01030376001
OG0000735	AT1G53023, AT1G53025	GSVIVG01014343001, GSVIVG01020551001
OG0000736	AT1G53035, AT3G15358	GSVIVG01005213001, GSVIVG01020555001
OG0000737	AT1G53160, AT3G15270	GSVIVG01014302001, GSVIVG01020578001
OG0000738	AT1G53170, AT3G15210	GSVIVG01014291001, GSVIVG01021098001
OG0000739	AT1G53190, AT3G15070	GSVIVG01014254001, GSVIVG01036994001
OG0000740	AT1G53310, AT3G14940	GSVIVG01014206001, GSVIVG01020705001
OG0000741	AT1G54220, AT3G13930	GSVIVG01015168001, GSVIVG01016812001
OG0000742	AT1G54290, AT4G27130, AT5G54760	GSVIVG01030611001
OG0000743	AT1G54460, AT3G23090	GSVIVG01018122001, GSVIVG01036233001
OG0000744	AT1G54490, AT1G75660	GSVIVG01009879001, GSVIVG01024465001
OG0000745	AT1G55500, AT3G13460	GSVIVG01025494001, GSVIVG01033395001
OG0000746	AT1G55530, AT4G26400, AT5G56340	GSVIVG01025505001
OG0000747	AT1G55570, AT3G13390	GSVIVG01004401001, GSVIVG01005373001
OG0000748	AT1G55720, AT1G55730, AT3G13320	GSVIVG01014774001
OG0000749	AT1G55840, AT5G47730	GSVIVG01002202001, GSVIVG01014709001
OG0000750	AT1G55850	GSVIVG01006763001, GSVIVG01007039001, GSVIVG01014703001
OG0000751	AT1G55910	GSVIVG01014647001, GSVIVG01014650001, GSVIVG01014656001
OG0000752	AT1G55920, AT3G13110, AT5G56760	GSVIVG01015228001
OG0000753	AT1G55928, AT2G27280, AT2G27285	GSVIVG01036054001
OG0000754	AT1G56020, AT1G79060, AT3G12970	GSVIVG01020462001
OG0000755	AT1G56560, AT3G06500	GSVIVG01031267001, GSVIVG01034944001
OG0000756	AT1G57600	GSVIVG01002014001, GSVIVG01006954001, GSVIVG01007211001
OG0000757	AT1G57800, AT1G57820, AT5G39550	GSVIVG01001091001
OG0000758	AT1G58200	GSVIVG01005929001, GSVIVG01009175001, GSVIVG01009177001
OG0000759	AT1G58210, AT5G02520	GSVIVG01013578001, GSVIVG01034205001
OG0000760	AT1G59710, AT1G69890, AT3G01311	GSVIVG01020093001
OG0000761	AT1G60590, AT5G14650	GSVIVG01013771001, GSVIVG01032447001
OG0000762	AT1G60740, AT1G65970, AT1G65980	GSVIVG01015358001
OG0000763	AT1G61080	GSVIVG01007118001, GSVIVG01007119001, GSVIVG01030542001
OG0000764	AT1G61110, AT3G15510	GSVIVG01006485001, GSVIVG01014405001
OG0000765	AT1G61120	GSVIVG01002351001, GSVIVG01004411001, GSVIVG01006342001
OG0000766	AT1G61280, AT2G39445	GSVIVG01026772001, GSVIVG01037228001
OG0000767	AT1G61660, AT3G20640	GSVIVG01005301001, GSVIVG01014542001
OG0000768	AT1G62300, AT4G01720	GSVIVG01012682001, GSVIVG01028244001
OG0000769	AT1G62370, AT4G03965, AT4G22250	GSVIVG01030507001
OG0000770	AT1G62500, AT3G22120	GSVIVG01001298001, GSVIVG01015895001
OG0000771	AT1G62520, AT4G12450, AT4G22560	GSVIVG01001287001
OG0000772	AT1G63300, AT5G41140	GSVIVG01019782001, GSVIVG01028978001
OG0000773	AT1G63650, AT5G41315	GSVIVG01019750001, GSVIVG01026927001
OG0000774	AT1G64180, AT5G41620	GSVIVG01019462001, GSVIVG01027031001
OG0000775	AT1G64190, AT3G02360, AT5G41670	GSVIVG01010170001
OG0000776	AT1G64480, AT5G24270	GSVIVG01019555001, GSVIVG01038549001
OG0000777	AT1G64584, AT4G10810, AT4G24026	GSVIVG01009308001
OG0000778	AT1G64630, AT5G41990	GSVIVG01019630001, GSVIVG01027189001
OG0000779	AT1G65690, AT5G36970	GSVIVG01024247001, GSVIVG01033199001
OG0000780	AT1G65790, AT1G65800, AT4G21380	GSVIVG01006353001
OG0000781	AT1G66250, AT2G01630	GSVIVG01011682001, GSVIVG01030716001
OG0000782	AT1G66950, AT2G36380	GSVIVG01031378001, GSVIVG01033804001
OG0000783	AT1G66970, AT4G26690, AT5G55480	GSVIVG01037754001
OG0000784	AT1G67850, AT3G27470	GSVIVG01000540001, GSVIVG01032382001
OG0000785	AT1G68910, AT5G11390	GSVIVG01010127001, GSVIVG01036512001
OG0000786	AT1G68990, AT5G15700	GSVIVG01010122001, GSVIVG01036518001
OG0000787	AT1G69010, AT5G08130	GSVIVG01008164001, GSVIVG01010100001
OG0000788	AT1G69040, AT2G03730	GSVIVG01008583001, GSVIVG01033053001
OG0000789	AT1G69370, AT3G29200	GSVIVG01010091001, GSVIVG01011478001
OG0000790	AT1G69620, AT3G28900	GSVIVG01011419001, GSVIVG01019985001
OG0000791	AT1G69770, AT1G80740	GSVIVG01025386001, GSVIVG01033464001
OG0000792	AT1G70750, AT5G16720	GSVIVG01011703001, GSVIVG01030780001
OG0000793	AT1G71060, AT1G77360	GSVIVG01008815001, GSVIVG01011779001
OG0000794	AT1G71250, AT5G08460	GSVIVG01000246001, GSVIVG01037131001
OG0000795	AT1G72590, AT2G16530	GSVIVG01018810001, GSVIVG01024163001
OG0000796	AT1G73370, AT5G37180	GSVIVG01029388001, GSVIVG01035210001
OG0000797	AT1G73790, AT4G09550	GSVIVG01021751001, GSVIVG01025772001
OG0000798	AT1G73805	GSVIVG01008322001, GSVIVG01008323001, GSVIVG01008324001
OG0000799	AT1G73840	GSVIVG01008293001, GSVIVG01008294001, GSVIVG01014057001
OG0000800	AT1G74500, AT3G28857, AT3G47710	GSVIVG01008034001
OG0000801	AT1G75100, AT4G36440	GSVIVG01009663001, GSVIVG01018866001
OG0000802	AT1G75510, AT3G52270	GSVIVG01009806001, GSVIVG01016312001
OG0000803	AT1G75540, AT4G39070	GSVIVG01009821001, GSVIVG01024204001
OG0000804	AT1G75560	GSVIVG01009823001, GSVIVG01016581001, GSVIVG01024180001
OG0000805	AT1G75720, AT5G66240	GSVIVG01009898001, GSVIVG01018786001
OG0000806	AT1G77130, AT3G18660	GSVIVG01010036001, GSVIVG01026525001
OG0000807	AT1G77145, AT1G77160	GSVIVG01010039001, GSVIVG01026527001
OG0000808	AT1G78660, AT1G78670, AT1G78680	GSVIVG01014167001
OG0000809	AT1G78700, AT4G18890	GSVIVG01014154001, GSVIVG01021270001
OG0000810	AT1G79090, AT3G22270, AT4G14990	GSVIVG01015721001
OG0000811	AT1G80245, AT4G00695	GSVIVG01013634001, GSVIVG01019606001
OG0000812	AT1G80310, AT2G25680	GSVIVG01017206001, GSVIVG01035740001
OG0000813	AT1G80400, AT4G32600	GSVIVG01017155001, GSVIVG01035722001
OG0000814	AT1G80690, AT5G25170	GSVIVG01017556001, GSVIVG01035907001
OG0000815	AT2G01190, AT5G16220	GSVIVG01008346001, GSVIVG01030974001
OG0000816	AT2G01250, AT2G44120, AT3G13580	GSVIVG01029655001
OG0000817	AT2G01280, AT2G45100, AT3G09360	GSVIVG01029946001
OG0000818	AT2G01470, AT5G50550, AT5G50650	GSVIVG01011745001
OG0000819	AT2G01760, AT3G16857	GSVIVG01011650001, GSVIVG01035051001
OG0000820	AT2G02100, AT2G02120, AT2G02130	GSVIVG01010274001
OG0000821	AT2G02380, AT2G02390	GSVIVG01023109001, GSVIVG01023110001
OG0000822	AT2G05160, AT3G52980	GSVIVG01030048001, GSVIVG01037782001
OG0000823	AT2G07698, ATCG00120, ATMG01190	GSVIVG01002448001
OG0000824	AT2G07741, ATMG00410, ATMG01170	GSVIVG01023423001
OG0000825	AT2G07751, ATCG00440, ATMG00990	GSVIVG01015926001
OG0000826	AT2G07768, ATMG00960	GSVIVG01004964001, GSVIVG01006218001
OG0000827	AT2G09990, AT3G04230, AT5G18380	GSVIVG01017923001
OG0000828	AT2G15695, AT5G44250	GSVIVG01009521001, GSVIVG01031764001
OG0000829	AT2G16230, AT4G34480	GSVIVG01009700001, GSVIVG01031959001
OG0000830	AT2G16250, AT4G39270	GSVIVG01009715001, GSVIVG01031972001
OG0000831	AT2G16770, AT3G51960, AT4G35040	GSVIVG01024024001
OG0000832	AT2G16940, AT5G09880	GSVIVG01022281001, GSVIVG01023998001
OG0000833	AT2G17070, AT2G17080, AT4G35200, AT4G35210	
OG0000834	AT2G17130, AT4G35260	GSVIVG01003837001, GSVIVG01023949001
OG0000835	AT2G17190, AT2G17200	GSVIVG01003843001, GSVIVG01023890001
OG0000836	AT2G17240, AT3G24506	GSVIVG01015393001, GSVIVG01017090001
OG0000837	AT2G17290, AT4G35310, AT4G38230	GSVIVG01023866001
OG0000838	AT2G17770, AT4G35900	GSVIVG01006332001, GSVIVG01009970001
OG0000839	AT2G17840, AT3G51250, AT4G35985	GSVIVG01024039001
OG0000840	AT2G18020, AT3G51190, AT4G36130	GSVIVG01014552001
OG0000841	AT2G18080, AT4G36190, AT4G36195	GSVIVG01018819001
OG0000842	AT2G18750, AT5G57580	GSVIVG01003207001, GSVIVG01029152001
OG0000843	AT2G19220, AT3G11290, AT5G05800	GSVIVG01016378001
OG0000844	AT2G19570, AT4G29600, AT4G29610	GSVIVG01015216001
OG0000845	AT2G19690, AT4G29460, AT4G29470	GSVIVG01015240001
OG0000846	AT2G19730, AT4G29410	GSVIVG01016895001, GSVIVG01035350001
OG0000847	AT2G19740, AT4G26230, AT5G56710	GSVIVG01032061001
OG0000848	AT2G19750, AT4G29390, AT5G56670	GSVIVG01016902001
OG0000849	AT2G19810, AT4G29190	GSVIVG01015265001, GSVIVG01035331001
OG0000850	AT2G19860, AT4G29130	GSVIVG01015297001, GSVIVG01016971001
OG0000851	AT2G19910, AT2G19920, AT2G19930	GSVIVG01015313001
OG0000852	AT2G20310, AT4G28690	GSVIVG01028449001, GSVIVG01038201001
OG0000853	AT2G20410	GSVIVG01027796001, GSVIVG01027798001, GSVIVG01036192001
OG0000854	AT2G20450, AT4G27090	GSVIVG01012876001, GSVIVG01027844001
OG0000855	AT2G20670, AT4G32480	GSVIVG01005210001, GSVIVG01020560001
OG0000856	AT2G21060, AT4G38680	GSVIVG01018771001, GSVIVG01024055001
OG0000857	AT2G21140, AT4G38770	GSVIVG01024076001, GSVIVG01024081001
OG0000858	AT2G21410, AT4G39080	GSVIVG01009811001, GSVIVG01024208001
OG0000859	AT2G21600, AT4G39220	GSVIVG01009734001, GSVIVG01023802001
OG0000860	AT2G22430, AT4G40060	GSVIVG01003431001, GSVIVG01009083001
OG0000861	AT2G22780, AT5G09660	GSVIVG01006474001, GSVIVG01036965001
OG0000862	AT2G22840, AT4G37740	GSVIVG01007165001, GSVIVG01009299001
OG0000863	AT2G23270, AT4G37290	GSVIVG01000214001, GSVIVG01032935001
OG0000864	AT2G23340, AT3G50260, AT5G67190	GSVIVG01022076001
OG0000865	AT2G23360, AT3G19370	GSVIVG01022085001, GSVIVG01031711001
OG0000866	AT2G23690, AT4G37240	GSVIVG01003763001, GSVIVG01003765001
OG0000867	AT2G23760, AT4G36870	GSVIVG01009633001, GSVIVG01019043001
OG0000868	AT2G23790, AT4G36820	GSVIVG01009648001, GSVIVG01019030001
OG0000869	AT2G23810, AT4G28050, AT4G30430	GSVIVG01023726001
OG0000870	AT2G24300, AT4G31000	GSVIVG01003722001, GSVIVG01003724001
OG0000871	AT2G24320, AT4G31020	GSVIVG01001076001, GSVIVG01003720001
OG0000872	AT2G24360, AT4G31170	GSVIVG01032232001, GSVIVG01035584001
OG0000873	AT2G24400, AT4G31320	GSVIVG01029558001, GSVIVG01029567001
OG0000874	AT2G24570, AT4G31550	GSVIVG01029265001, GSVIVG01033188001
OG0000875	AT2G25290, AT4G32070	GSVIVG01012858001, GSVIVG01035938001
OG0000876	AT2G25410, AT2G46494, AT2G46495	GSVIVG01027094001
OG0000877	AT2G25590, AT4G32440	GSVIVG01015486001, GSVIVG01035806001
OG0000878	AT2G25610, AT4G32530	GSVIVG01017212001, GSVIVG01035775001
OG0000879	AT2G26490, AT3G50390	GSVIVG01005091001, GSVIVG01009612001
OG0000880	AT2G26920, AT5G19500	GSVIVG01037380001, GSVIVG01037383001
OG0000881	AT2G26975, AT3G46900, AT5G59030	GSVIVG01024838001
OG0000882	AT2G27310, AT2G36090, AT3G44326	GSVIVG01011119001
OG0000883	AT2G28140, AT3G44940, AT5G22930	GSVIVG01031471001
OG0000884	AT2G28550	GSVIVG01016352001, GSVIVG01025100001, GSVIVG01025548001
OG0000885	AT2G29140, AT2G29190, AT2G29200	GSVIVG01016507001
OG0000886	AT2G30060, AT5G58590	GSVIVG01003935001, GSVIVG01024705001
OG0000887	AT2G30110, AT5G06460	GSVIVG01024680001, GSVIVG01030304001
OG0000888	AT2G30360, AT5G01820	GSVIVG01024583001, GSVIVG01030206001
OG0000889	AT2G30470, AT4G32010	GSVIVG01024559001, GSVIVG01030182001
OG0000890	AT2G30660, AT5G65940	GSVIVG01017353001, GSVIVG01026766001
OG0000891	AT2G30860, AT2G30870	GSVIVG01020831001, GSVIVG01020832001
OG0000892	AT2G30890, AT2G34470	GSVIVG01020846001, GSVIVG01021429001
OG0000893	AT2G31810, AT5G16290	GSVIVG01004003001, GSVIVG01038219001
OG0000894	AT2G32220, AT3G22230, AT4G15000	GSVIVG01012080001
OG0000895	AT2G33590, AT2G33600	GSVIVG01013432001, GSVIVG01013434001
OG0000896	AT2G33700, AT3G51470	GSVIVG01013399001, GSVIVG01022296001
OG0000897	AT2G33990, AT3G15050	GSVIVG01014238001, GSVIVG01021166001
OG0000898	AT2G35700, AT4G16750	GSVIVG01002195001, GSVIVG01006277001
OG0000899	AT2G35770, AT3G07990	GSVIVG01016306001, GSVIVG01016307001
OG0000900	AT2G35795, AT3G09700, AT5G03030	GSVIVG01025634001
OG0000901	AT2G35810, AT2G35820, AT2G35830	GSVIVG01016337001
OG0000902	AT2G36160, AT3G11510, AT3G52580	GSVIVG01033877001
OG0000903	AT2G36170, AT3G52590	GSVIVG01033876001, GSVIVG01038617001
OG0000904	AT2G36590, AT2G39890, AT3G55740	GSVIVG01016390001
OG0000905	AT2G36660, AT3G16380	GSVIVG01016951001, GSVIVG01033724001
OG0000906	AT2G36840	GSVIVG01016191001, GSVIVG01016193001, GSVIVG01033664001
OG0000907	AT2G36850, AT3G07160	GSVIVG01007560001, GSVIVG01025370001
OG0000908	AT2G36950, AT5G03380	GSVIVG01025734001, GSVIVG01031502001
OG0000909	AT2G37080, AT5G60210	GSVIVG01025121001, GSVIVG01025630001
OG0000910	AT2G37190, AT3G53430, AT5G60670	GSVIVG01025683001
OG0000911	AT2G37290, AT3G55020	GSVIVG01025565001, GSVIVG01032641001
OG0000912	AT2G37340, AT3G53500	GSVIVG01025580001, GSVIVG01032633001
OG0000913	AT2G37390, AT3G53530	GSVIVG01025049001, GSVIVG01025598001
OG0000914	AT2G37975, AT3G54085	GSVIVG01013495001, GSVIVG01016389001
OG0000915	AT2G38300, AT4G04605	GSVIVG01005342001, GSVIVG01024687001
OG0000916	AT2G38310, AT2G40330, AT5G05440	GSVIVG01032747001
OG0000917	AT2G38460, AT5G03570	GSVIVG01030250001, GSVIVG01030252001
OG0000918	AT2G38820, AT3G22970	GSVIVG01003141001, GSVIVG01018080001
OG0000919	AT2G38890, AT5G02950	GSVIVG01016342001, GSVIVG01025624001
OG0000920	AT2G39220, AT3G54950, AT4G29800	GSVIVG01016286001
OG0000921	AT2G39350, AT3G55090	GSVIVG01025582001, GSVIVG01032625001
OG0000922	AT2G39518, AT2G39530	GSVIVG01016540001, GSVIVG01016541001
OG0000923	AT2G39710, AT5G02190	GSVIVG01016510001, GSVIVG01034136001
OG0000924	AT2G39770, AT3G55590, AT4G30570	GSVIVG01016470001
OG0000925	AT2G39800, AT3G55610	GSVIVG01016467001, GSVIVG01034097001
OG0000926	AT2G39980, AT5G01210	GSVIVG01016362001, GSVIVG01033999001
OG0000927	AT2G40113, AT4G17215, AT5G47635	GSVIVG01005138001
OG0000928	AT2G40750, AT3G56400	GSVIVG01030174001, GSVIVG01032661001
OG0000929	AT2G41110, AT3G56800, AT5G21274	GSVIVG01037418001
OG0000930	AT2G41310, AT3G57040	GSVIVG01013497001, GSVIVG01033610001
OG0000931	AT2G42670, AT3G58670	GSVIVG01020720001, GSVIVG01021226001
OG0000932	AT2G42680, AT3G58680	GSVIVG01014192001, GSVIVG01020722001
OG0000933	AT2G43090, AT2G43100, AT3G58990	GSVIVG01007403001
OG0000934	AT2G43490, AT3G59570	GSVIVG01004096001, GSVIVG01004111001
OG0000935	AT2G43710	GSVIVG01038152001, GSVIVG01038162001, GSVIVG01038172001
OG0000936	AT2G44290, AT2G44300	GSVIVG01001350001, GSVIVG01025408001
OG0000937	AT2G44730, AT3G24860	GSVIVG01003683001, GSVIVG01028683001
OG0000938	AT2G45070, AT3G60540	GSVIVG01018177001, GSVIVG01018182001
OG0000939	AT2G45290, AT3G60750	GSVIVG01018555001, GSVIVG01027667001
OG0000940	AT2G45330, AT5G23600	GSVIVG01027678001, GSVIVG01027679001
OG0000941	AT2G45360, AT3G60780	GSVIVG01004910001, GSVIVG01027632001
OG0000942	AT2G45590, AT4G25390, AT5G51770	GSVIVG01027564001
OG0000943	AT2G45710, AT3G61110, AT5G47930	GSVIVG01001113001
OG0000944	AT2G45880, AT4G00490	GSVIVG01026920001, GSVIVG01026922001
OG0000945	AT2G45950, AT3G61415	GSVIVG01026939001, GSVIVG01028906001
OG0000946	AT2G46170, AT3G61560	GSVIVG01019440001, GSVIVG01027008001
OG0000947	AT2G46340, AT4G11110	GSVIVG01019492001, GSVIVG01027054001
OG0000948	AT2G46380, AT3G61670	GSVIVG01019501001, GSVIVG01027058001
OG0000949	AT2G46590, AT3G61850	GSVIVG01027184001, GSVIVG01038591001
OG0000950	AT2G46770, AT3G61910	GSVIVG01019670001, GSVIVG01027431001
OG0000951	AT2G46800, AT3G58810, AT3G61940	GSVIVG01019690001
OG0000952	AT2G46870, AT3G61970	GSVIVG01019699001, GSVIVG01027463001
OG0000953	AT2G46950, AT2G46960, AT4G27710	GSVIVG01028236001
OG0000954	AT2G47070, AT3G60030	GSVIVG01017678001, GSVIVG01028208001
OG0000955	AT2G47350, AT3G06660	GSVIVG01028133001, GSVIVG01035006001
OG0000956	AT2G47410, AT5G49430	GSVIVG01028117001, GSVIVG01035014001
OG0000957	AT2G47500, AT5G27000	GSVIVG01028062001, GSVIVG01031197001
OG0000958	AT2G47540	GSVIVG01028047001, GSVIVG01028048001, GSVIVG01028049001
OG0000959	AT2G47700, AT3G05545	GSVIVG01028007001, GSVIVG01031134001
OG0000960	AT2G47820	GSVIVG01010960001, GSVIVG01017743001, GSVIVG01031092001
OG0000961	AT2G48140, AT3G22620	GSVIVG01001181001, GSVIVG01018010001
OG0000962	AT3G01020, AT4G04080, AT4G22220	GSVIVG01013764001
OG0000963	AT3G01070, AT4G12880, AT5G15350	GSVIVG01011476001
OG0000964	AT3G01170, AT5G15260	GSVIVG01011432001, GSVIVG01038155001
OG0000965	AT3G01190, AT5G15180	GSVIVG01030615001, GSVIVG01030616001
OG0000966	AT3G01770, AT5G14270	GSVIVG01001835001, GSVIVG01008492001
OG0000967	AT3G01810, AT5G43230	GSVIVG01001814001, GSVIVG01010364001
OG0000968	AT3G01930, AT5G14120	GSVIVG01033076001, GSVIVG01033079001
OG0000969	AT3G02080, AT5G15520, AT5G61170	GSVIVG01007908001
OG0000970	AT3G02100	GSVIVG01012978001, GSVIVG01032925001, GSVIVG01032930001
OG0000971	AT3G02370, AT3G57360	GSVIVG01033242001, GSVIVG01033245001
OG0000972	AT3G02380, AT5G15840, AT5G15850	GSVIVG01036499001
OG0000973	AT3G02940, AT5G16770	GSVIVG01013126001, GSVIVG01024353001
OG0000974	AT3G03190, AT5G17220	GSVIVG01035256001, GSVIVG01035262001
OG0000975	AT3G04580, AT3G23150	GSVIVG01027723001, GSVIVG01036213001
OG0000976	AT3G04670, AT5G28650	GSVIVG01000752001, GSVIVG01036223001
OG0000977	AT3G05030, AT5G27150	GSVIVG01017814001, GSVIVG01021972001
OG0000978	AT3G05830, AT5G26770	GSVIVG01028212001, GSVIVG01031318001
OG0000979	AT3G05850	GSVIVG01014078001, GSVIVG01023989001, GSVIVG01038019001
OG0000980	AT3G06020, AT5G19260	GSVIVG01017917001, GSVIVG01024498001
OG0000981	AT3G06140, AT5G19080	GSVIVG01000020001, GSVIVG01017889001
OG0000982	AT3G06240, AT3G23880	GSVIVG01026026001, GSVIVG01026027001
OG0000983	AT3G06490, AT5G49620	GSVIVG01028171001, GSVIVG01034943001
OG0000984	AT3G06680, AT3G06700	GSVIVG01028108001, GSVIVG01035023001
OG0000985	AT3G07430, AT4G27990	GSVIVG01031640001, GSVIVG01037857001
OG0000986	AT3G07590, AT4G02840	GSVIVG01011117001, GSVIVG01014776001
OG0000987	AT3G08510, AT3G55940	GSVIVG01011155001, GSVIVG01033957001
OG0000988	AT3G08947, AT5G53480	GSVIVG01030311001, GSVIVG01038575001
OG0000989	AT3G09035, AT3G09190, AT5G01090	GSVIVG01034031001
OG0000990	AT3G09390, AT5G02380	GSVIVG01027808001, GSVIVG01034174001
OG0000991	AT3G09455, AT3G12587, AT5G02502	GSVIVG01034200001
OG0000992	AT3G09550, AT3G12360	GSVIVG01025592001, GSVIVG01032614001
OG0000993	AT3G09820, AT5G03300	GSVIVG01016250001, GSVIVG01016255001
OG0000994	AT3G10090, AT5G03850, AT5G64140	GSVIVG01033420001
OG0000995	AT3G10860, AT5G05370	GSVIVG01024232001, GSVIVG01024535001
OG0000996	AT3G11270, AT5G05780	GSVIVG01019538001, GSVIVG01033994001
OG0000997	AT3G11440, AT5G06100	GSVIVG01012447001, GSVIVG01037362001
OG0000998	AT3G12900	GSVIVG01002342001, GSVIVG01007263001, GSVIVG01020354001
OG0000999	AT3G13210, AT5G41770, AT5G45990	GSVIVG01019497001
OG0001000	AT3G13290, AT3G13300	GSVIVG01006976001, GSVIVG01014783001
OG0001001	AT3G14130, AT3G14150	GSVIVG01016712001, GSVIVG01016714001
OG0001002	AT3G14390, AT5G11880	GSVIVG01023813001, GSVIVG01034280001
OG0001003	AT3G14840	GSVIVG01014110001, GSVIVG01014113001, GSVIVG01014117001
OG0001004	AT3G16240, AT4G17340, AT5G47450	GSVIVG01004718001
OG0001005	AT3G16520	GSVIVG01012577001, GSVIVG01028807001, GSVIVG01028961001
OG0001006	AT3G17690, AT3G17700	GSVIVG01029404001, GSVIVG01029407001
OG0001007	AT3G18710, AT5G09800, AT5G64660	GSVIVG01026542001
OG0001008	AT3G19550	GSVIVG01037871001, GSVIVG01037872001, GSVIVG01037873001
OG0001009	AT3G20290, AT4G05520	GSVIVG01007243001, GSVIVG01037715001
OG0001010	AT3G20580, AT4G27110	GSVIVG01001979001, GSVIVG01012641001
OG0001011	AT3G21690	GSVIVG01030589001, GSVIVG01030590001, GSVIVG01030594001
OG0001012	AT3G22060, AT3G58310	GSVIVG01030634001, GSVIVG01030637001
OG0001013	AT3G22220, AT4G15020	GSVIVG01007419001, GSVIVG01027351001
OG0001014	AT3G22360, AT3G22370, AT3G27620	GSVIVG01022814001
OG0001015	AT3G22510, AT5G27990	GSVIVG01017990001, GSVIVG01021882001
